"sponsor","district","party","number","short_description","chamber","last_action","last_action_date"
"Gary Forby","59","D","SB1286","FIREARM OWNERS-18","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1326","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1327","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1328","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1394","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1395","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1396","SAFETY-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1434","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1561","PROCUREMENT-SERVICE ORGS","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1562","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1660","TRUCKER INDEPNDT CONTRACTOR","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1661","TRUCK DRVR-INDEPEND CONTRACTOR","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1780","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1781","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1782","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1956","CRIM CD-WEAPONS-EXEMPTION","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1957","ARCHITECTURAL SELECTION-BIDDER","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1958","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1959","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB1960","POKER RUN ACT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2193","CRIM CD-FIREARM TRANSPORT","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2241","CRIMINAL CODE-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2242","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2652","FIREARM CONCEALED CARRY","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2653","FIREARM CONCEALED CARRY","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB2654","FIREARM CONCEALED CARRY","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB3078","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB3079","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB3080","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SB3312","POKER RUN - LOCATIONS","S","Public Act . . . . . . . . . 98-0644","6/10/2014"
"Gary Forby","59","D","SR195","MEMORIAL FAYE M FOX","S","Resolution Adopted","4/12/2013"
"Gary Forby","59","D","SR196","MEMORIAL - JEWELL ROSSON","S","Resolution Adopted","4/12/2013"
"Gary Forby","59","D","SR241","MEMORIAL - LORENE PAGE","S","Resolution Adopted","4/25/2013"
"Gary Forby","59","D","SR308","MEMORIAL - FRANK FISHER","S","Resolution Adopted","5/17/2013"
"Gary Forby","59","D","SR349","MEMORIAL - BETTY MCGUIRE","S","Resolution Adopted","5/31/2013"
"Gary Forby","59","D","SR435","MEMORIAL - MARY ALLOIS","S","Resolution Adopted","10/23/2013"
"Gary Forby","59","D","SR436","MEMORIAL - BERNICE COVILLI","S","Resolution Adopted","10/23/2013"
"Gary Forby","59","D","SR438","MEMORIAL - GEORGE MORRIS, JR.","S","Resolution Adopted","10/23/2013"
"Gary Forby","59","D","SR439","MEMORIAL - JAMES PHILLIPS","S","Resolution Adopted","10/23/2013"
"Gary Forby","59","D","SR873","MEMORIAL - JOHN HOAGUE","S","Resolution Adopted","2/5/2014"
"Gary Forby","59","D","SR874","MEMORIAL - WILLIAM CHAPLAIN","S","Resolution Adopted","2/5/2014"
"Gary Forby","59","D","SR912","EPA-CARBON DIOXIDE REGULATIONS","S","Session Sine Die","1/13/2015"
"Gary Forby","59","D","SR1000","MEMORIAL - DR. CARL PLANINC","S","Resolution Adopted","3/21/2014"
"Gary Forby","59","D","SR1472","MEMORIAL - REBECCA MALKOVICH","S","Resolution Adopted","11/20/2014"
"Gary Forby","59","D","SJRCA16","CONAMEND-ROAD FUND LOCK BOX","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB46","UNIVERSITY OF ILLINOIS TRUSTEE","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB47","PUB AID-CAUSE OF ACTION-NOTICE","S","Public Act . . . . . . . . . 98-0073","7/15/2013"
"Michael W. Frerichs","52","D","SB103","UTILITES-RENEWABLE ENERGY","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB105","PUB UTIL-MARKET SETTLEMENT SVC","S","Public Act . . . . . . . . . 98-0554","8/27/2013"
"Michael W. Frerichs","52","D","SB214","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB226","DCEO-SUPPORT YOUR NEIGHBOR","S","Public Act . . . . . . . . . 98-1031","8/25/2014"
"Michael W. Frerichs","52","D","SB1193","SENIORS PHARMA ASSISTNC RELIEF","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB1715","WEIGHTS AND MEASURES","S","Public Act . . . . . . . . . 98-0022","6/17/2013"
"Michael W. Frerichs","52","D","SB1763","COM COL-BALLOT MEASURE-LIMIT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB1842","VEH CD-MECHANIC'S LIEN-VEHICLE","S","Public Act . . . . . . . . . 98-1161","1/9/2015"
"Michael W. Frerichs","52","D","SB2155","METRO WATER RECLAMATION TAXES","S","Public Act . . . . . . . . . 98-0023","6/17/2013"
"Michael W. Frerichs","52","D","SB2199","SCH CD-EDUCATOR TEST-CONTENT","S","Public Act . . . . . . . . . 98-0581","8/27/2013"
"Michael W. Frerichs","52","D","SB2204","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2205","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2207","INS CD-FIREMEN CONTINUANCE","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2209","INC TX-ALTERNATE R&D CREDIT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2216","$ST UNIV CIVIL SERV SYSTEM","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2218","OPTOMETRY-CONTACT LENSES","S","Public Act . . . . . . . . . 98-0186","8/5/2013"
"Michael W. Frerichs","52","D","SB2223","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2225","$NIU-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2227","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2229","HIGHER ED-NATIONAL GUARD GRANT","S","Public Act . . . . . . . . . 98-0314","8/12/2013"
"Michael W. Frerichs","52","D","SB2234","VIDEO GAMING-VOUCHERS","S","Public Act . . . . . . . . . 98-0582","8/27/2013"
"Michael W. Frerichs","52","D","SB2236","VETERINARY PRACTICE OWNERSHIP","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2238","$UNIVERSITY OF ILLINOIS","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2371","VIDEO GAMING-DEFINITION","S","Public Act . . . . . . . . . 98-0587","8/27/2013"
"Michael W. Frerichs","52","D","SB2372","TAXPAYER TRANSPARENCY ACT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2373","EMERGING TECHNOLOGY INVESTMENT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2671","TIRE STORAGE PERMITS","S","Public Act . . . . . . . . . 98-0656","6/19/2014"
"Michael W. Frerichs","52","D","SB2672","USE/OCC TAXES-DIAPERS","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2729","HIGH SCHOOL EQUIVALENCY TEST","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2804","GOODS SOLD IN THE STATE MUSEUM","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2805","ELEC CD-EXTEND GRACE PERIOD","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB2946","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3031","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3032","EMPLOYMENT-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3033","SCH CD-TECH ED INCENTIVE GRANT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3034","CRIM CD-EAVESDROPPING","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3050","VETERINARIANS-INVESTIGATIONS","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3259","PROP TX-COMMERCIAL PROPERTY","S","Public Act . . . . . . . . . 98-0702","7/7/2014"
"Michael W. Frerichs","52","D","SB3260","INC TX-STUDENT LOANS","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3261","$UNIVERSITY OF ILLINOIS","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3285","VEH-CD SECURITY SURCHARGE","S","Tabled By Sponsor Sen. Michael W. Frerichs","3/21/2014"
"Michael W. Frerichs","52","D","SB3424","OIL & GAS-PERMIT MORATORIUM","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3451","HIGHER ED-PAY FORWARD PAY BACK","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3452","HIGHER ED-PAY FORWARD PAY BACK","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3453","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SB3553","HIGHER ED-PARTICIPATION CERT","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SR74","MEMORIAL - LORENE FRERICHS","S","Resolution Adopted","2/7/2013"
"Michael W. Frerichs","52","D","SR83","EAB MANAGEMENT PLANS","S","Resolution Adopted","4/11/2013"
"Michael W. Frerichs","52","D","SR95","MEMORIAL HERSHALL E LEE","S","Resolution Adopted","3/1/2013"
"Michael W. Frerichs","52","D","SR98","URGE EPA-DENY SS BADGER PERMIT","S","Resolution Adopted","4/11/2013"
"Michael W. Frerichs","52","D","SR207","MEMORIAL - CHRISTOPHER KANIS","S","Resolution Adopted","4/12/2013"
"Michael W. Frerichs","52","D","SR208","MEMORIAL - RENEE SCHOONOVER","S","Resolution Adopted","4/12/2013"
"Michael W. Frerichs","52","D","SR209","MEMORIAL ERMA BRIDGEWATER","S","Resolution Adopted","4/12/2013"
"Michael W. Frerichs","52","D","SR210","MEMORIAL - ROBERT DODD","S","Resolution Adopted","4/12/2013"
"Michael W. Frerichs","52","D","SR233","MEMORIAL ROGER EBERT","S","Resolution Adopted","4/18/2013"
"Michael W. Frerichs","52","D","SR247","MEMORIAL - EDWARD LAYDEN SR.","S","Resolution Adopted","4/25/2013"
"Michael W. Frerichs","52","D","SR248","MEMORIAL - LYLE SHIELDS","S","Resolution Adopted","4/25/2013"
"Michael W. Frerichs","52","D","SR257","URGE CONGRESS - 2013 FARM BILL","S","Resolution Adopted","5/30/2013"
"Michael W. Frerichs","52","D","SR640","STUDENT LOANS-PROTECTIONS","S","Resolution Adopted","10/23/2013"
"Michael W. Frerichs","52","D","SR656","MEMORIAL - ERVIN R. PAPE III","S","Resolution Adopted","10/23/2013"
"Michael W. Frerichs","52","D","SR657","MEMORIAL - LARRY MILLS","S","Resolution Adopted","10/23/2013"
"Michael W. Frerichs","52","D","SR670","MEMORIAL - C. TODD TAYLOR","S","Resolution Adopted","11/7/2013"
"Michael W. Frerichs","52","D","SR689","MEMORIAL - JOHN MEYER","S","Resolution Adopted","11/7/2013"
"Michael W. Frerichs","52","D","SR743","MEMORIAL - GARRET JAKOBSSON","S","Resolution Adopted","12/3/2013"
"Michael W. Frerichs","52","D","SR744","MEMORIAL - CARROLL DUKES","S","Resolution Adopted","12/3/2013"
"Michael W. Frerichs","52","D","SR822","MEMORIAL - HAROLD SONGER","S","Resolution Adopted","1/29/2014"
"Michael W. Frerichs","52","D","SR895","MEMORIAL - TRACEY D. WILLIAMS","S","Resolution Adopted","2/5/2014"
"Michael W. Frerichs","52","D","SR896","MEMORIAL - DAVID C. FOSTER","S","Resolution Adopted","2/5/2014"
"Michael W. Frerichs","52","D","SR913","MEMORIAL - DON DUNAVAN","S","Resolution Adopted","2/20/2014"
"Michael W. Frerichs","52","D","SR1123","MEMORIAL - ANNAPURNA ANTISDEL","S","Resolution Adopted","5/1/2014"
"Michael W. Frerichs","52","D","SR1292","MEMORIAL - GILL M. GARMAN","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1478","MEMORIAL - CAROLYN J. SAMARAS","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1479","MEMORIAL - KURT P. FROEHLICH","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1480","MEMORIAL - DONALD PEARSON, SR.","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1481","MEMORIAL - RAYMOND E. SUGGS","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1632","MEMORIAL - WILLIAM BOUNDS, JR.","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1633","MEMORIAL - KEVIN C. GANN","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SR1634","MEMORIAL - WAYNE MCCLAIN","S","Resolution Adopted","11/20/2014"
"Michael W. Frerichs","52","D","SJR29","UNIVERSITY FACULTY TASK FORCE","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SJR49","HIGHER ED PLA TASK FORCE","S","Session Sine Die","1/13/2015"
"Michael W. Frerichs","52","D","SJRCA17","CONAMEND-GRADUATED INC TAX","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB54","APPELLATE PROSECUTOR-SHIELDS","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB55","CD CORR-FIRST DEGREE MURDER","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB72","EPA-INDUSTRIAL HYGIENIST","S","Public Act . . . . . . . . . 98-0078","7/15/2013"
"William R. Haine","56","D","SB202","SIU-TRUSTEES-EDWARDSVILLE","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB232","DFPR-DISCIPLINARY-VIOLATION","S","Public Act . . . . . . . . . 98-1047","8/25/2014"
"William R. Haine","56","D","SB496","LOCAL GOVERNMENT-TECH","S","Public Act . . . . . . . . . 98-0590","11/13/2013"
"William R. Haine","56","D","SB499","AMERICA'S CENTRAL PORT DIST","S","Public Act . . . . . . . . . 98-0854","8/1/2014"
"William R. Haine","56","D","SB644","INS CD-SUBROGATION CLAIMS","S","Public Act . . . . . . . . . 98-0864","8/8/2014"
"William R. Haine","56","D","SB646","INS CD-DOMESTIC SOCIETIES","S","Public Act . . . . . . . . . 98-0814","8/1/2014"
"William R. Haine","56","D","SB922","VEH CD-TOW VEHICLES-LIGHTS","S","Public Act . . . . . . . . . 98-0080","7/15/2013"
"William R. Haine","56","D","SB1008","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1164","AGING-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1181","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1187","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1194","INSURANCE NAVIGATOR ACT","S","Public Act . . . . . . . . . 98-0524","8/23/2013"
"William R. Haine","56","D","SB1207","DCFS-ABUSE INVESTIGATIONS-RPTS","S","Public Act . . . . . . . . . 98-0487","8/16/2013"
"William R. Haine","56","D","SB1208","CHILD CARE ACT-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1209","COURTS-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1217","DENTAL PRACTICE PHARMACOLOGICS","S","Public Act . . . . . . . . . 98-0147","8/2/2013"
"William R. Haine","56","D","SB1256","EO 1 (2012) IMPLEMENTATION","S","Public Act . . . . . . . . . 98-0488","8/16/2013"
"William R. Haine","56","D","SB1258","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1259","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1269","METH PRECURSOR TRACKING","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1298","PUBLIC SAFETY EMP-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1322","CRIM PRO-SEX OFFEND EVALUATOR","S","Public Act . . . . . . . . . 98-0088","7/15/2013"
"William R. Haine","56","D","SB1338","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1339","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1359","HEALTH-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1360","HEALTH-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1382","CRIM CD-FIREARM TRANSPORT","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1411","INS CD-PUBLIC ADJUSTER FEES","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1412","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1433","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1456","FIRE PROTECTION QUALIFICATIONS","S","Public Act . . . . . . . . . 98-0565","8/27/2013"
"William R. Haine","56","D","SB1457","CONDOMINIUM PROPERTY-INSURANCE","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1595","FINANCE-SALES TAX REFORM FUND","S","Public Act . . . . . . . . . 98-0623","1/7/2014"
"William R. Haine","56","D","SB1600","CHILD CARE BACKGROUND CHECKS","S","Public Act . . . . . . . . . 98-0612","12/27/2013"
"William R. Haine","56","D","SB1630","ANATOMIC PATHOLOGY-BILLING","S","Public Act . . . . . . . . . 98-1127","12/4/2014"
"William R. Haine","56","D","SB1643","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1655","DD REGULATORY ADVISORY BOARD","S","Public Act . . . . . . . . . 98-0531","8/23/2013"
"William R. Haine","56","D","SB1658","INS CD-PRUDENT LAYPERSON","S","Public Act . . . . . . . . . 98-0154","8/2/2013"
"William R. Haine","56","D","SB1689","ELEC CD-COUNTY ELECTORAL BOARD","S","Public Act . . . . . . . . . 98-0594","11/15/2013"
"William R. Haine","56","D","SB1703","SCH CD-IRAQ/AFGHAN VET DAY","S","Public Act . . . . . . . . . 98-0156","8/2/2013"
"William R. Haine","56","D","SB1716","HEALTH EXCHANGE-DISSOLVE CHIP","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1717","CHIP CEASE-HEALTH EXCHANGE","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1729","INS CD-RISK BASED CAPITAL","S","Public Act . . . . . . . . . 98-0157","8/2/2013"
"William R. Haine","56","D","SB1730","INS CD-DOI-LIENS","S","Public Act . . . . . . . . . 98-0158","8/2/2013"
"William R. Haine","56","D","SB1731","INS-CONTRACT PROVIDER-TAX","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1747","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1758","INS CD-LIMITED LINES LICENSE","S","Public Act . . . . . . . . . 98-0159","8/2/2013"
"William R. Haine","56","D","SB1773","INS CD-ELECTRONIC NOTICE","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1774","INS CD-ELECTRONIC POST-POLICY","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1775","INSURANCE E-CARD","S","Public Act . . . . . . . . . 98-0521","8/23/2013"
"William R. Haine","56","D","SB1800","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1848","NOT-FOR-PROFIT GAMING ACT-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB1961","ASBESTOS-TRANSFER TO IEPA","S","Public Act . . . . . . . . . 98-0598","12/5/2013"
"William R. Haine","56","D","SB2235","SEX OFFENDER REG-FEES","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2268","TWP-SALE OF PERSONAL PROPERTY","S","Public Act . . . . . . . . . 98-0549","8/26/2013"
"William R. Haine","56","D","SB2304","ZOO PARKS-POLICE POWERS","S","Public Act . . . . . . . . . 98-0500","8/16/2013"
"William R. Haine","56","D","SB2364","MENTAL HEALTH RECORDS-DISCLOSE","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2374","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2375","CRIMINAL PROPERTY MANAGEMENT","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2376","COURTS-TECH","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2406","SIU MGT ACT-BOARD","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2590","INS CD-TRAVEL INSURANCE","S","Total Veto Stands No Positive Action Taken","11/24/2014"
"William R. Haine","56","D","SB2607","FLUORSPAR MINES ACT","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2634","INS CD-CONVERSION-STOCK CO","S","Public Act . . . . . . . . . 98-0755","7/16/2014"
"William R. Haine","56","D","SB2639","FLOOD DIST ROT-IDOR OFFSET","S","Session Sine Die","1/13/2015"
"William R. Haine","56","D","SB2640","DCEO-BORDER STATES","S","Public Act . . . . . . . . . 98-0756","7/16/2014"
"William R. Haine","56","D","SB2657","EPA-VARIANCES","S","Public Act . . . . . . . . . 98-0822","8/1/2014"
"William R. Haine","56","D","SB2662","FARM MUTUAL INS-INVESTMENTS","S","Public Act . . . . . . . . . 98-0823","8/1/2014"
"William R. Haine","56","D","SB2668","CD CORR-DOC-DRUG TESTING","S","Public Act . . . . . . . . . 98-0757","7/16/2014"
"William R. Haine","56","D","SB2764","INS CD-VALUATION OF POLICIES","S","Session Sine Die","1/13/2015"
